source,current_name,proposed_name,name_decision,name_rationale,module,kind,parameter,current_default,default_decision,default_rationale,migration_note
python,build_scoring_result,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.authorization,function,assessment,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_scoring_result,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.authorization,function,diagnostics,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_scoring_result,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.authorization,function,execution_attempt,1,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringFacetsCalibrationBundle,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.calibration,class,_bundle_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringFacetsCalibrationBundle,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.calibration,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringFacetsDesign,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.calibration,class,_design_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringFacetsDesign,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.calibration,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringFacetsRatingRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.calibration,class,_rating_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringFacetsRatingRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.calibration,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_facets_calibration_bundle,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.calibration,function,require_connected,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_facets_rating_records,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.calibration,function,,,n/a,No defaulted parameters.,
python,AtomicIssueRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,CandidateIntervention,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,CounterevidenceRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EnterpriseAssertionKind,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,,,n/a,No defaulted parameters.,
python,EnterpriseSourceRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EvidenceSpanRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,StakeholderPerspective,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,DeterministicExplicitValueParser,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.explicit_values,class,currency_codes,"('EUR', 'JPY', 'KRW', 'USD')",keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,DeterministicExplicitValueParser,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.explicit_values,class,maximum_records,128,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EnterpriseExplicitValueParser,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.explicit_values,class,,,n/a,No defaulted parameters.,
python,ExplicitValueKind,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.explicit_values,class,,,n/a,No defaulted parameters.,
python,ExplicitValueRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.explicit_values,class,metadata,<factory>,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ExplicitValueRecord,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.explicit_values,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,parse_enterprise_explicit_values,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.explicit_values,function,parser,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.observation,function,confidence_metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.observation,function,evidence_references,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.observation,function,reason_code,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_score_observation,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.observation,function,score_category,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_enterprise_issue_facets_calibration_reports,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.reporting,function,additional_review_trigger_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_enterprise_issue_facets_calibration_reports,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.reporting,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_enterprise_issue_facets_calibration_reports,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.reporting,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_enterprise_issue_facets_calibration_reports,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.reporting,function,q_theta,41,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=41 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_enterprise_issue_facets_calibration_reports,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.reporting,function,require_connected,True,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_enterprise_issue_facets_calibration_reports,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.reporting,function,tol,1e-06,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-06 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,build_enterprise_issue_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.request,function,candidate_interventions,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.request,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_enterprise_issue_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.request,function,stakeholder_perspectives,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,enterprise_issue_evidence_references,get_enterprise_issue_evidence_references,rename,"ADR-0028 naming convention: verb-first, model/family token as a verb-adjacent prefix, scope qualifier (data shape) as a trailing suffix; hand-reviewed against the 2026-09-17 inventory (not a bare eponym, see EPONYM_KEEP).",fast_mlsirm.scoring.enterprise_issue.request,function,stakeholder_perspectives,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EnterpriseAtomicIssueExtractor,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.semantic,class,,,n/a,No defaulted parameters.,
python,StaticEnterpriseIssueExtractor,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.enterprise_issue.semantic,class,,,n/a,No defaulted parameters.,
python,extract_enterprise_atomic_issues,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.enterprise_issue.semantic,function,,,n/a,No defaulted parameters.,
python,render_essay_facets_calibration_report_html,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_report_html,function,output_root,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,render_essay_facets_calibration_report_html,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_report_html,function,title,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayFacetsCalibrationReport,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.calibration_reporting,class,_report_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayFacetsCalibrationReport,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.calibration_reporting,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,additional_review_trigger_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,additional_review_trigger_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,max_iter,500,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep max_iter=500 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,fit_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,q_theta,41,require,ADR-0028 rule 1: numerical-precision (quadrature node count) control; no in-repo citation for this value and/or below the AGENTS.md #1929 floor of 121 -> required argument.,"Deprecation: keep q_theta=41 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,fit_essay_facets_calibration_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.calibration_reporting,function,tol,1e-06,require,ADR-0028 rule 1: iteration/convergence precision control; no documented convergence-criterion source -> required argument.,"Deprecation: keep tol=1e-06 accepted only when explicitly passed for one minor release (DeprecationWarning), then remove; changelog Changed entry."
python,EssayEvidenceKind,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,,,n/a,No defaulted parameters.,
python,EssayPrompt,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,_prompt_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayPrompt,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayResponseEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,_evidence_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayResponseEvidence,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayReviewFlag,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,,,n/a,No defaulted parameters.,
python,EssayScoringRequest,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,_request_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayScoringRequest,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssaySubmission,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,_submission_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssaySubmission,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.contracts,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_prompt,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_response_evidence,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,essay_evidence,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_scoring_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_submission,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_submission,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,review_flags,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,score_essay_request,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.contracts,function,,,n/a,No defaulted parameters.,
python,render_essay_score_report_html,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.report_html,function,title,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayScoreReport,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.reporting,class,_report_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayScoreReport,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.reporting,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_score_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.reporting,function,additional_review_trigger_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_score_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.reporting,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,render_essay_validation_evidence_report_html,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.validation_report_html,function,title,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayValidationEvidenceReport,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.validation_reporting,class,_report_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayValidationEvidenceReport,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.validation_reporting,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EssayValidationMetric,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.essay.validation_reporting,class,_metric_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_validation_evidence_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.validation_reporting,function,additional_review_trigger_ids,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_validation_evidence_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.validation_reporting,function,human_human_labels,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_validation_evidence_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.validation_reporting,function,metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,build_essay_validation_evidence_report,keep,keep,ADR-0028 rule 1: first token is in the controlled verb vocabulary -> already compliant.,fast_mlsirm.scoring.essay.validation_reporting,function,subgroup_labels,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EngineDescriptor,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,_engine_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EngineDescriptor,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EngineKind,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,,,n/a,No defaulted parameters.,
python,EvidenceReference,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,evidence_role,<EvidenceRole.SUPPORTING: 'supporting_evidence'>,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EvidenceReference,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,EvidenceRole,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,,,n/a,No defaulted parameters.,
python,FixtureOutcome,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,confidence_metadata,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,FixtureOutcome,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,evidence_references,(),keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,FixtureOutcome,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,reason_code,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,FixtureOutcome,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,score_category,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ObservationGranularity,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,,,n/a,No defaulted parameters.,
python,ObservationStatus,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,,,n/a,No defaulted parameters.,
python,ScoreObservation,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,_observation_token,None,keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoreObservation,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,schema_version,'1.0',keep,"Out of ADR-0028 policy scope (not a precision control, decision threshold, seed, or model-choice parameter).",
python,ScoringEngine,keep,keep,"ADR-0028 rule 1 (verb-first) governs free functions; classes follow the existing PascalCase noun convention, which this ADR does not change.",fast_mlsirm.scoring.execution,class,,,n/a,No defaulted parameters.,
